occurred_at;prev_commit;conflict_id;conflict_type;config_types;link;changed_artifact;changed_option;cmd;rating;notes;category
371bb94ac582b4e2fe1c647fc774c92119efc5d8;97c4452bb7bdfae2d55c4f97a379c252a8560e5b;1be271853ee0a4309827f1524c937f93;ModifiedOptionConflict;ConfigType.UNKNOWN<->ConfigType.UNKNOWN;spring-boot::::spring-boot-project/spring-boot-dependencies/pom.xml::::project::::properties::::maven-war-plugin.version::::3.1.0 <-> spring-boot::::spring-boot-samples/spring-boot-sample-jetty/pom.xml::::project::::properties::::servlet-api.version::::3.1.0;spring-boot-project/spring-boot-dependencies/pom.xml;spring-boot::::spring-boot-project/spring-boot-dependencies/pom.xml::::project::::properties::::maven-war-plugin.version(location: 208);git show 371bb94ac582b4e2fe1c647fc774c92119efc5d8 -- spring-boot-project/spring-boot-dependencies/pom.xml;no;version of different options changed;unknown
13cb224b0aba8ebf149e23c3954730e816baa890;9f4eb6befcc4e14cadfe9655a5d1207ca823f8a0;799c336a9904d58dc3c62d85504f3f10;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;spring-boot::::spring-bootstrap-samples/spring-bootstrap-batch-sample/pom.xml::::project::::parent_spring-bootstrap-samples::::version::::version:0.0.1-SNAPSHOT <-> spring-boot::::spring-bootstrap-samples/spring-bootstrap-integration-sample/pom.xml::::project::::parent_spring-bootstrap-samples::::version::::version:0.0.1-SNAPSHOT;spring-bootstrap-samples/spring-bootstrap-batch-sample/pom.xml;spring-boot::::spring-bootstrap-samples/spring-bootstrap-batch-sample/pom.xml::::project::::parent_spring-bootstrap-samples::::version(location: 8);git show 13cb224b0aba8ebf149e23c3954730e816baa890 -- spring-bootstrap-samples/spring-bootstrap-batch-sample/pom.xml;yes;parent version changed;version number
0b5cc9ee9a0eb0f5330b5994fd475fb57e36702e;8297f651c91ab63aa8403a8a4a7bda36275b1b80;e217e3434971dc732e96fc51140a9f4a;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;spring-boot::::spring-boot-samples/spring-boot-sample-parent-context/pom.xml::::project::::parent_spring-boot-samples::::version::::version:1.1.1.BUILD-SNAPSHOT <-> spring-boot::::spring-boot-starters/spring-boot-starter-web/pom.xml::::project::::parent_spring-boot-starters::::version::::version:1.1.1.BUILD-SNAPSHOT;spring-boot-starters/spring-boot-starter-web/pom.xml;spring-boot::::spring-boot-starters/spring-boot-starter-web/pom.xml::::project::::parent_spring-boot-starters::::version(location: 7);git show 0b5cc9ee9a0eb0f5330b5994fd475fb57e36702e -- spring-boot-starters/spring-boot-starter-web/pom.xml;yes;parent version changed;version number
0e9d301d4279d84baca3067d80fb8f647dcadb61;9f2987de43c1be2aa1b7635765fb8ea282f983b8;1665412acbfb6ba898140f55656d025e;ModifiedOptionConflict;ConfigType.UNKNOWN<->ConfigType.UNKNOWN;spring-boot::::pom.xml::::project::::properties::::revision::::2.1.0.BUILD-SNAPSHOT <-> spring-boot::::spring-boot-project/spring-boot-dependencies/pom.xml::::project::::properties::::spring-amqp.version::::2.1.0.BUILD-SNAPSHOT;spring-boot-project/spring-boot-dependencies/pom.xml;spring-boot::::spring-boot-project/spring-boot-dependencies/pom.xml::::project::::properties::::spring-amqp.version(location: 161);git show 0e9d301d4279d84baca3067d80fb8f647dcadb61 -- spring-boot-project/spring-boot-dependencies/pom.xml;no;version of different options changed;unknown
0b5cc9ee9a0eb0f5330b5994fd475fb57e36702e;8297f651c91ab63aa8403a8a4a7bda36275b1b80;6cb22dc12a37bebf82da04e7b2e2beb0;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;spring-boot::::spring-boot-dependencies/pom.xml::::project::::version::::version:1.1.1.BUILD-SNAPSHOT <-> spring-boot::::spring-boot-samples/spring-boot-sample-parent-context/pom.xml::::project::::parent_spring-boot-samples::::version::::version:1.1.1.BUILD-SNAPSHOT;spring-boot-dependencies/pom.xml;spring-boot::::spring-boot-dependencies/pom.xml::::project::::version(location: 5);git show 0b5cc9ee9a0eb0f5330b5994fd475fb57e36702e -- spring-boot-dependencies/pom.xml;yes;parent version changed;version number
694a1dd408e91e9fed2fbd3cecb89d8f4c49f644;c19c483ab86ae94e1bea533b71b36291e5a15cf1;b864cba8cd2c2008967646ad2b811a69;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;spring-boot::::spring-bootstrap-samples/spring-bootstrap-batch-sample/pom.xml::::project::::parent_spring-bootstrap-samples::::version::::version:0.0.1-SNAPSHOT <-> spring-boot::::spring-bootstrap-starters/spring-bootstrap-batch-starter/pom.xml::::project::::parent_spring-bootstrap-starters::::version::::version:0.0.1-SNAPSHOT;spring-bootstrap-starters/spring-bootstrap-batch-starter/pom.xml;spring-boot::::spring-bootstrap-starters/spring-bootstrap-batch-starter/pom.xml::::project::::parent_spring-bootstrap-starters::::version(location: 7);git show 694a1dd408e91e9fed2fbd3cecb89d8f4c49f644 -- spring-bootstrap-starters/spring-bootstrap-batch-starter/pom.xml;yes;parent version changed;version number
0b5cc9ee9a0eb0f5330b5994fd475fb57e36702e;8297f651c91ab63aa8403a8a4a7bda36275b1b80;acffb79d60126bb029cfa0aed3b0ab86;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;spring-boot::::spring-boot-samples/spring-boot-sample-parent-context/pom.xml::::project::::parent_spring-boot-samples::::version::::version:1.1.1.BUILD-SNAPSHOT <-> spring-boot::::spring-boot-starters/spring-boot-starter-actuator/pom.xml::::project::::parent_spring-boot-starters::::version::::version:1.1.1.BUILD-SNAPSHOT;spring-boot-starters/spring-boot-starter-actuator/pom.xml;spring-boot::::spring-boot-starters/spring-boot-starter-actuator/pom.xml::::project::::parent_spring-boot-starters::::version(location: 7);git show 0b5cc9ee9a0eb0f5330b5994fd475fb57e36702e -- spring-boot-starters/spring-boot-starter-actuator/pom.xml;yes;parent version changed;version number
8df3672301ef323fda487df564ed5a126f34a05a;7ddd5c5e8192a27a4bfa4cb5606889b0e8b8930e;6f66b510ddfe3c2b3404a04342192456;ModifiedOptionConflict;ConfigType.UNKNOWN<->ConfigType.UNKNOWN;spring-boot::::spring-boot-samples/spring-boot-sample-websocket-jetty/pom.xml::::project::::properties::::java.version::::1.7 <-> spring-boot::::spring-boot-starters/spring-boot-starter-parent/pom.xml::::project::::properties::::java.version::::1.7;spring-boot-starters/spring-boot-starter-parent/pom.xml;spring-boot::::spring-boot-starters/spring-boot-starter-parent/pom.xml::::project::::properties::::java.version(location: 20);git show 8df3672301ef323fda487df564ed5a126f34a05a -- spring-boot-starters/spring-boot-starter-parent/pom.xml;yes;java verion changed;unknown
0b5cc9ee9a0eb0f5330b5994fd475fb57e36702e;8297f651c91ab63aa8403a8a4a7bda36275b1b80;9fcd21ed22b623bcf2ddae94b25c20c6;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;spring-boot::::spring-boot-samples/spring-boot-sample-parent-context/pom.xml::::project::::parent_spring-boot-samples::::version::::version:1.1.1.BUILD-SNAPSHOT <-> spring-boot::::spring-boot-tools/spring-boot-loader/pom.xml::::project::::parent_spring-boot-tools::::version::::version:1.1.1.BUILD-SNAPSHOT;spring-boot-tools/spring-boot-loader/pom.xml;spring-boot::::spring-boot-tools/spring-boot-loader/pom.xml::::project::::parent_spring-boot-tools::::version(location: 7);git show 0b5cc9ee9a0eb0f5330b5994fd475fb57e36702e -- spring-boot-tools/spring-boot-loader/pom.xml;yes;parent version changed;version number
70b3cdc5614cabef698e4f24fc72ce9a846a26f0;800825f915397ac2647cd274a775c16656e720bf;89cc8e0a0e2196969c3322b91918d24c;ModifiedOptionConflict;ConfigType.UNKNOWN<->ConfigType.UNKNOWN;spring-boot::::spring-boot-dependencies/pom.xml::::project::::properties::::jetty-el.version::::8.0.33 <-> spring-boot::::spring-boot-samples/spring-boot-sample-tomcat80-ssl/pom.xml::::project::::properties::::tomcat.version::::8.0.33;spring-boot-dependencies/pom.xml;spring-boot::::spring-boot-dependencies/pom.xml::::project::::properties::::jetty-el.version(location: 114);git show 70b3cdc5614cabef698e4f24fc72ce9a846a26f0 -- spring-boot-dependencies/pom.xml;no;version of different options changed;unknown
5f92595f3ca4a956ebf5272f46988c6147b1c6e4;0952beecb6b5eab1ba1cb1cf5765163fc20a2d92;841a44d86ac4bef16dc0e6f05d0f80f0;ModifiedOptionConflict;ConfigType.UNKNOWN<->ConfigType.UNKNOWN;spring-boot::::spring-boot-project/spring-boot-dependencies/pom.xml::::project::::properties::::maven-javadoc-plugin.version::::3.1.0 <-> spring-boot::::spring-boot-project/spring-boot-starters/spring-boot-starter-jetty/pom.xml::::project::::properties::::servlet-api.version::::3.1.0;spring-boot-project/spring-boot-dependencies/pom.xml;spring-boot::::spring-boot-project/spring-boot-dependencies/pom.xml::::project::::properties::::maven-javadoc-plugin.version(location: 228);git show 5f92595f3ca4a956ebf5272f46988c6147b1c6e4 -- spring-boot-project/spring-boot-dependencies/pom.xml;no;version of different options changed;unknown
a7f2ae042ee691c62c28738d4a9f0d1f734470b7;7bf12162e5ea064f7c596a4f684dd6c96fad2eb3;40f48e6a7ae1c6818caa3b190d63fc36;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;spring-boot::::spring-boot-samples/pom.xml::::project::::parent_spring-boot-starter-parent::::version::::version:1.2.3.BUILD-SNAPSHOT <-> spring-boot::::spring-boot-starters/spring-boot-starter-integration/pom.xml::::project::::parent_spring-boot-starters::::version::::version:1.2.3.BUILD-SNAPSHOT;spring-boot-starters/spring-boot-starter-integration/pom.xml;spring-boot::::spring-boot-starters/spring-boot-starter-integration/pom.xml::::project::::parent_spring-boot-starters::::version(location: 7);git show a7f2ae042ee691c62c28738d4a9f0d1f734470b7 -- spring-boot-starters/spring-boot-starter-integration/pom.xml;yes;parent version changed;version number
02fdac4f55dc1dc130ddc82bfb8f9ff318a24606;c574e0ea4f705cfecdf23aedab7d11786377b9ce;8570a11f0cad5e806b8b7d0c5d2db8bc;ModifiedOptionConflict;ConfigType.NAME<->ConfigType.NAME;spring-boot::::spring-boot-samples/spring-boot-sample-actuator-ui/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-actuator::::groupId::::${project.groupId} <-> spring-boot::::spring-boot-starters/spring-boot-starter/pom.xml::::project::::dependencies::::dependency_spring-boot-autoconfigure::::groupId::::${project.groupId};spring-boot-samples/spring-boot-sample-actuator-ui/pom.xml;spring-boot::::spring-boot-samples/spring-boot-sample-actuator-ui/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-actuator::::groupId(location: 17);git show 02fdac4f55dc1dc130ddc82bfb8f9ff318a24606 -- spring-boot-samples/spring-boot-sample-actuator-ui/pom.xml;no;different plugins with ${project.groupId};name
eed0348d975cd5e6fe4da64fb14965c86fc23946;ac981cee771eece752bc780a06fdb9820dceb796;ecc2425b3c3e19ab00b46bdf4f100001;ModifiedOptionConflict;ConfigType.UNKNOWN<->ConfigType.UNKNOWN;spring-boot::::spring-boot-project/spring-boot-dependencies/pom.xml::::project::::properties::::rest-assured.version::::3.1.0 <-> spring-boot::::spring-boot-project/spring-boot-starters/spring-boot-starter-jetty/pom.xml::::project::::properties::::servlet-api.version::::3.1.0;spring-boot-project/spring-boot-dependencies/pom.xml;spring-boot::::spring-boot-project/spring-boot-dependencies/pom.xml::::project::::properties::::rest-assured.version(location: 144);git show eed0348d975cd5e6fe4da64fb14965c86fc23946 -- spring-boot-project/spring-boot-dependencies/pom.xml;no;version of different options changed;unknown
9008722f89da209f865adc4ca1c4bd53ae2b030e;44ca4128ea12da9b429a96e8498c1254ce5785ea;6080f1b779efd046ad4555ab207e8b84;ModifiedOptionConflict;ConfigType.NAME<->ConfigType.NAME;spring-boot::::spring-boot-autoconfigure/pom.xml::::project::::dependencies::::dependency_hibernate-validator::::groupId::::org.hibernate <-> spring-boot::::spring-boot/pom.xml::::project::::dependencies::::dependency_hibernate-core::::groupId::::org.hibernate;spring-boot-autoconfigure/pom.xml;spring-boot::::spring-boot-autoconfigure/pom.xml::::project::::dependencies::::dependency_hibernate-validator::::groupId(location: 309);git show 9008722f89da209f865adc4ca1c4bd53ae2b030e -- spring-boot-autoconfigure/pom.xml;yes;groupId of same option changed;name
a7f2ae042ee691c62c28738d4a9f0d1f734470b7;7bf12162e5ea064f7c596a4f684dd6c96fad2eb3;fb322a1a2eca53b85cb25c7a5a6d4796;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;spring-boot::::spring-boot-samples/pom.xml::::project::::parent_spring-boot-starter-parent::::version::::version:1.2.3.BUILD-SNAPSHOT <-> spring-boot::::spring-boot-samples/spring-boot-sample-data-mongodb/pom.xml::::project::::parent_spring-boot-samples::::version::::version:1.2.3.BUILD-SNAPSHOT;spring-boot-samples/spring-boot-sample-data-mongodb/pom.xml;spring-boot::::spring-boot-samples/spring-boot-sample-data-mongodb/pom.xml::::project::::parent_spring-boot-samples::::version(location: 8);git show a7f2ae042ee691c62c28738d4a9f0d1f734470b7 -- spring-boot-samples/spring-boot-sample-data-mongodb/pom.xml;yes;parent version changed;version number
4982adc795981cc0dce14a91b1f911901c2ab03d;b448a040585e643fa342c9c159a7a78384855692;4ff32996a94b68b57a1e2561e63ec93b;ModifiedOptionConflict;ConfigType.UNKNOWN<->ConfigType.UNKNOWN;spring-boot::::spring-boot-cli/pom.xml::::project::::dependencies::::dependency_spring-boot::::scope::::test <-> spring-boot::::spring-boot-devtools/pom.xml::::project::::dependencies::::dependency_tomcat-embed-core::::scope::::test;spring-boot-cli/pom.xml;spring-boot::::spring-boot-cli/pom.xml::::project::::dependencies::::dependency_spring-boot::::scope(location: 128);git show 4982adc795981cc0dce14a91b1f911901c2ab03d -- spring-boot-cli/pom.xml;no;changes does not match ;unknown
a7f2ae042ee691c62c28738d4a9f0d1f734470b7;7bf12162e5ea064f7c596a4f684dd6c96fad2eb3;1c44197f38570dfe3ed3134359e5b0ed;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;spring-boot::::spring-boot-samples/pom.xml::::project::::parent_spring-boot-starter-parent::::version::::version:1.2.3.BUILD-SNAPSHOT <-> spring-boot::::spring-boot-starters/spring-boot-starter-data-solr/pom.xml::::project::::parent_spring-boot-starters::::version::::version:1.2.3.BUILD-SNAPSHOT;spring-boot-starters/spring-boot-starter-data-solr/pom.xml;spring-boot::::spring-boot-starters/spring-boot-starter-data-solr/pom.xml::::project::::parent_spring-boot-starters::::version(location: 7);git show a7f2ae042ee691c62c28738d4a9f0d1f734470b7 -- spring-boot-starters/spring-boot-starter-data-solr/pom.xml;yes;parent version changed;version number
